"id","book_id","date","rating","hash","review_text","capture_date"
279,8986,"2020-04-18",4,f6d77308844ac9a2abfc73bf05b822aea303c9e1,"I quite literally found this in an old box of books in the attic, carefully saved from the 80's. Set in the future 400 years after a nuclear war wiped out civilization, descendents of the survivors are living in a changed world.After I found this book. I remembered why I had so carefully saved it in the limited space available in the box. It represented a hopeful post-apocalyptic view, something different than the endless Mad Max style with warlords fighting each other in scavenged cars and moto I quite literally found this in an old box of books in the attic, carefully saved from the 80's. Set in the future 400 years after a nuclear war wiped out civilization, descendents of the survivors are living in a changed world.After I found this book. I remembered why I had so carefully saved it in the limited space available in the box. It represented a hopeful post-apocalyptic view, something different than the endless Mad Max style with warlords fighting each other in scavenged cars and motorcycles and firing weapons - even at a young age I wondered where they got the gasoline. In the story Fors and his people are putting things back together, learning from the remains around them and attempting to start a new civilization. This brings me to the biggest reason I saved the book. I wanted to be Fors, I wanted to be a Star-Man, scouting through the ruined cities searching for scraps of information. I knew so much more than they did and I could find a Walmart or a Sears and change their whole future...it was heady stuff for a boy and still pulls at me after all these years.Re-reading it as an adult, I could appreciate the story more than I did as a kid. Fors is an explorer, looking for artifacts, information, and the holy grail of information - a map of the old ones. He meets Arskane and the two bond immediately. That bond will be put to the test as things that have been unchanged for centuries suddenly change (trying not to give too much away)Its quite a basic straightforward adventure, not a lot of plot twists or romance, more of a mens adventure. There isn't a lot of soul-searching or grey areas, more of a ""lets get on with the action!"" type of story. At one point, two different groups want Fors and he must decide between them. It is a life-altering moment that much of the book has been leading up to and the decision takes less than one page to resolve and the ""loser"" simply turns his back and moves on. This type of writing could be a breath of fresh air for readers tired of whole chapters of agonizing over everything, or could relegate it to juvenile fiction - you will have to decide.In summary - I recommend this book to anyone looking for a action-filled hopeful post-apocalyptic story about a time when humanity is pulling itself together and learning to put a united front against a new threat. ...more","2022-01-26"
280,8986,"2022-01-02",5,"39c7537dbbdd5e38b547288c1d25c20b5f4b8f27","Daybreak 2250 by Andre Norton is still a solid science fiction novel. Originally published in 1952 titled  Star Manâs Son, the novel follows the adventures of outcast Fors of the Puma Clan. He and his faithful mountain cat, Lura fight to survive a post-nuclear apocalyptic landscape in a bid to save Fors fatherâs legacy as a Star Man, while establishing Forsâ place among his clan. I first read this book in the mid 1980s. And the impression of the cover art and the story stuck with me for over 30  Daybreak 2250 by Andre Norton is still a solid science fiction novel. Originally published in 1952 titled  Star Manâs Son, the novel follows the adventures of outcast Fors of the Puma Clan. He and his faithful mountain cat, Lura fight to survive a post-nuclear apocalyptic landscape in a bid to save Fors fatherâs legacy as a Star Man, while establishing Forsâ place among his clan. I first read this book in the mid 1980s. And the impression of the cover art and the story stuck with me for over 30 years. I do not recall what made me want to read it again, but I found it and reread it for the first time in a long while. I did not recall the story, so reading it again was like reading it anew. No spoilers â but you will find themes about equality of race, the struggle of intellect over ignorance, and ultimately the novel asks if we, as humans, can overcome baser instincts of fighting and warfare to find a common and hopeful future. Those themes are not heavy handed nor do they distract from the basic adventure story. The novel is a good weekend read, and though there is some violence, I think it is appropriate for pre-teens and up. This novel reminds one why Andre Norton, AKA Alice Norton, was such an admired a popular writer of science fiction and fantasy. Her Witch World series once populated book shelves everywhere â even in my small-town USA. Thank you, Alice, for writing this novel. ...more","2022-01-26"
281,8986,"2019-04-13",5,dcf88f0056db3f31b7ee9bd4e0c09102d77f701b,"First book I ever read, I was in the sixth grade. Started reading any and every Andre Norton books I could find.","2022-01-26"
282,8986,"2020-01-05",2,d941d48cb92396fa3926c0b191d23038771c9600,"I barely finished this. Basically this is a post WW2 book, it gives people an idea of what it would be like post nuclear holocaust. It also doesn't go into detail about what Lora (if thats the main protagonists name) and the cats communication is like. It kind of leaves a lot of open ended questions here. Not much dialogue either. I frankly just didn't like this book at all. It's pulp...and not great pulp at that.If you want some good pulp, check out Doc Savage. I barely finished this. Basically this is a post WW2 book, it gives people an idea of what it would be like post nuclear holocaust. It also doesn't go into detail about what Lora (if thats the main protagonists name) and the cats communication is like. It kind of leaves a lot of open ended questions here. Not much dialogue either. I frankly just didn't like this book at all. It's pulp...and not great pulp at that.If you want some good pulp, check out Doc Savage. ...more","2022-01-26"
283,8986,"2021-04-13",4,"9703ab5faf673d49904592356a5e701cf478fad8","I enjoyed this one quite a bit. An outcast trekking through what was once America, with his cat companion. Not the greatest post-apocalyptic book, but a lot of fun.","2022-01-26"
284,8986,"2019-07-23",4,aaa30267694ab0d1a309b3aee7466d31dc844757,"I needed a break from Barry Lopez's book Horizon (wonderful book but involves a lot of concentration) so I decided to grab something off my bookshelf. This is one of my favorite books by Norton, involving an often used topic in science fiction of post disaster survival. Written for juveniles but gives the reader an interesting character to follow, a well reasoned and described world climbing out of past disaster but teetering close to making the same mistakes of their ancestors. I needed a break from Barry Lopez's book Horizon (wonderful book but involves a lot of concentration) so I decided to grab something off my bookshelf. This is one of my favorite books by Norton, involving an often used topic in science fiction of post disaster survival. Written for juveniles but gives the reader an interesting character to follow, a well reasoned and described world climbing out of past disaster but teetering close to making the same mistakes of their ancestors. ...more","2022-01-26"
285,8986,"2022-01-09",3,e3b70f578e61c9785e4b1a56d4bbde6f63be4744,"A pointless fun read from the era of golden age pulp. An adventure yarn that doesn't even set a goal, it just is - but the story is good. A pointless fun read from the era of golden age pulp. An adventure yarn that doesn't even set a goal, it just is - but the story is good. ...more","2022-01-26"
286,8986,"2020-04-11",4,"57687c68ef2b90d8d267958acf8a5167e0168760","Daybreak 2250AD by Andre NortonDaybreak 2250AD was originally published as Starman's Son in 1952, and was one of the early published works that launched Nortonâs career lasting half a century. This is a seminal example of a story set some time after a nuclear holocaust, and is a solid and well-written piece of pulp fiction.At the time, the Cold War terrified people with the prospect of nuclear annihilation, so the subject of this novel would certainly have been something that was on the minds of Daybreak 2250AD by Andre NortonDaybreak 2250AD was originally published as Starman's Son in 1952, and was one of the early published works that launched Nortonâs career lasting half a century. This is a seminal example of a story set some time after a nuclear holocaust, and is a solid and well-written piece of pulp fiction.At the time, the Cold War terrified people with the prospect of nuclear annihilation, so the subject of this novel would certainly have been something that was on the minds of the American public. Humans have reverted to non-technical tribal societies, and while they are hostile to each other, they also have a common enemy in the mutant Beast Things which inhabit the ruined cities. The hero, Fors, also has certain strange physical traits and abilities (explained as the effects of radiation), and since he is not truly accepted by his own mountain people, he decides to leave for the wild world outside where he intends to fulfill his late father's ambition to find an as-yet undiscovered ruined city. Fors is fascinated by the technology which the ancestors possessed and hopes to learn more about it from the artifacts he may uncover. Like other works by Norton, the main character has a telepathic link to a feline companion. Norton was ahead of her time in using her science fiction to address racial issues in an age before the American civil rights movement got fully underway, as well as to examine what it means to be 'normal'. The protagonist encounters a man from a dark-skinned tribe who shows himself to be at least the equal of Fors in both strength and intelligence. Although this is in many ways a traditional tale of adventure in which many highly unlikely coincidences occur in order to keep the heroes alive, this may be part of what makes it a compelling read. The story ends on an optimistic but predictable note.  ...more","2022-01-26"
287,8986,"2021-11-12",5,"8b4b70c33d7ccfbb6624ff10b7a6f8098ed27860","When I first read Star Man's Son I must have been about fourteen and absorbed in the action packed high adventure, with a hero who could think and plan on the run and stoutly carry his injuries like a brave little trooper. Then there was the strong and true friend to fight by his side, an adult world that didn't really understand him, and the evil Beast Things â rat-like human mutants to scare the faeces out of anyone's bowels. All of this set in a post-nuclear holocaust world.I don't recall not When I first read Star Man's Son I must have been about fourteen and absorbed in the action packed high adventure, with a hero who could think and plan on the run and stoutly carry his injuries like a brave little trooper. Then there was the strong and true friend to fight by his side, an adult world that didn't really understand him, and the evil Beast Things â rat-like human mutants to scare the faeces out of anyone's bowels. All of this set in a post-nuclear holocaust world.I don't recall noticing Andre Norton's messages: pro-equality, anti-racism, anti-war. But then, some teenagers are shallower than others. In respect of those messages it's a remarkable novel for the young written in 1952. Arskane, a young Black man who becomes the firm friend of the silver-haired, white-skinned protagonist Fors, gives him a little dose of reality when Fors suggests escaping to his tribe, the Star Men:âLet me tell you of my own people â this is the story of the old, old days. The flying men who founded my tribe [that's pilots and crews from the old USAF] were born with dark skins â and so they had in their day endured much from those born of fairer races. We are a people of peace but there is an ancient hurt behind us and sometimes it stirs in our memories to poison with bitterness.âThere is more to it than that excerpt but I think it shows it is a forthright speech in which a strong, independent Black man delivers to an equally strong and independent White man the truth that whatever happened in the distant past, Arskane's people is now the equal of anyone and will fight any adversary to the death to maintain their equality. Feminism also rises â timidly â in a Norton novel. The chief of Arskane's people is a woman and when the various tribes are on the brink of fighting each other, it is the women who speak for peace and silence the self destructive urge of the male warriors. It doesn't last for long, the final meeting of the Star Men's council is unfailingly male and one has to assume that the women are in another room preparing the coffee and cakes.Throughout the travels of Fors, his telepathic puma Lura, and Arskane across the blasted remains of North America's nuclear killing fields, Norton repeats over and over again images of the futility of human violence and rivalry. Scattered bones and skulls in the remains of battered and cratered towns, a military convoy trapped on a major road where something 250 years before had caught them defenceless and left their remains to rot away, and the mutants. Biological mutation caused by radiation was a big concern back in the 50s and it plays a major part in the story. Fors is a mutant. His silver hair, night sight and Vulcan-like hearing mark him out among the Star Men as someone fit only to be cast out. Lura is not really a puma, her ancestors were mutated domestic cats. The Beast People may have had their origins among the irradiated urban survivors in the large cities. By the end people have to admit that, is you are still alive 250 years after the war, you probably survived due to mutation.It was a stern warning in 1952, when the Korean War was being fought, that everyone should think long and hard about wishing for war, invasion and victory. The closing of the story points out how much has been lost. The Star Men were not a wandering tribe of savages who settled in the mountains. Their ancestors had been trainee astronauts and their families, as the world on the brink of destruction was also on the brink of manned space exploration. The future was going to be a long, hard struggle to regain such ambition. ...more","2022-01-26"
288,8986,"2020-03-18",5,"00cb5e3144aa1e95e3d5959d1f38313535ed976b","Andre Alice Norton still holds up, almost 70 years later. It's part 'Lord of the Rings,' it's part 'Game of Thrones,' and it's part coming-of-age. Post nuclear-holocaust, the earth is healing and tribes are venturing out, testing their boundaries, and marveling at the fallen civilization. The style of writing is noticeably 1950s, but so well done. I read it in a repackaged and renamed print, the publisher's opportunity to profit again from the author's work, 15 years after her death. Andre Alice Norton still holds up, almost 70 years later. It's part 'Lord of the Rings,' it's part 'Game of Thrones,' and it's part coming-of-age. Post nuclear-holocaust, the earth is healing and tribes are venturing out, testing their boundaries, and marveling at the fallen civilization. The style of writing is noticeably 1950s, but so well done. I read it in a repackaged and renamed print, the publisher's opportunity to profit again from the author's work, 15 years after her death. ...more","2022-01-26"
289,8986,"2021-10-07",2,bd18683da8f407f9dd51523d1e435987680a68f1,"So, a while back I was in the town of Waco, TX and stopped by a used bookstore. While there, it occurred to me to look for this book, which I read (under the title of ""Daybreak, 2250 A.D."") when I was...young. Maybe something like 10? Maybe younger. It might be the first non-""kids book"" that I remember reading. I liked it at the time, and the memory of it stayed with me when many other books faded, so I wondered what it would be like to re-read it after more than 4 decades.And, let's face it, it So, a while back I was in the town of Waco, TX and stopped by a used bookstore. While there, it occurred to me to look for this book, which I read (under the title of ""Daybreak, 2250 A.D."") when I was...young. Maybe something like 10? Maybe younger. It might be the first non-""kids book"" that I remember reading. I liked it at the time, and the memory of it stayed with me when many other books faded, so I wondered what it would be like to re-read it after more than 4 decades.And, let's face it, it shows its age. The book is full of dialog like this:""Call me what you will, Chief. But, by whatever gods you own will I swear that I speak the full truth Perhaps in the years since our father's fathers' went into the Blow-Up and perished, there has been a lessening of the evil blight...""The setting is theoretically post-apocalyptic, but a lot of it reads more like swords and sorcery fantasy. And, there's no nice way to put this, not as good. I'm not sure what, linguistically, is the difference between the dialog in this book and archaic-sounding speech in Tolkien, or even Robert E. Howard's Conan books, but it definitely comes across clunkier. After a while, it grates a bit.The actual plot is better. The main character, a young man ostracized by his society and trying to find his own way in the world, who meets a friend (Arskane) from another nation and in the end returns to acclaim in his home tribe (not really a spoiler, you can tell from the beginning this is what will happen if you are not 10 years old while reading it), is a storyline well-calibrated to appeal to an adolescent (or pre-adolescent) boy. Perhaps especially a boy of the bookish sort, not exactly able to fit in socially. Norton knew her craft and her audience. But, all nostalgia aside, it (unsurprisingly) does not work as well for a 53-year old man.On the other hand, when writing adolescent science fiction in the early 1950's, perhaps there was no real expectation that it ought to hold up to any other audience, or would still be around to get re-read 70 years later. It is more or less an open secret now that much of the audience for ""Young Adult"" fiction nowadays, is ""Not-So-Young Adult"". Back then, Norton can be forgiven for having given no thought to how this would read to a reader who is at the tail end of middle-aged.The book occasionally dances around the edges of important topics related to the tension between making peace between those who can be persuaded of it, and yet remaining capable of defense against an attacker who will not otherwise be dissuaded. There's also some discussion (between Fors and Arskane especially) of the importance of getting along with different ethnicities and cultures. But, this is mostly not a book of ideas, it's a book of Young Hero Goes On A Journey.One other difference between this and standard swords and sorcery fare, is that while the setting is low-tech, the actual objective is not a magic item or dragon's hoard, but a ruined city from before the apocalypse. This may be the reason it stayed in my memory; it gave the young Ross a second way of looking at the mundane world around me. What would this look like, in a post-apocalyptic setting? Which items would be precious, and which worthless without the electricity or supply of fuel to run them? Which structures would fall into rubble quickly, and which would remain after a few generations had passed? It was a mind game I played at from time to time, to look at the store or school or strip mall I was in and imagine what Fors would find, and what he would think of it. It made a rather ordinary small town, more interesting.Am I glad to have re-read it, and been confronted with its shortcomings? I suppose I still am. When viewed with nostalgia's lens, or perhaps even now for a young enough reader, it is a good read. For the ""Young Adult"", maybe not the Andre Norton book you should choose. ...more","2022-01-26"
290,8986,"2019-09-24",4,b8ab0b27f6c2a2171187374c58e18eaeb60843a2,Very engaging story that made me want to look for more Andre Norton.,"2022-01-26"
291,8986,"2019-06-02",4,"0bcab2b34dae6f89cc00ee241d1faa017359efd0",I read this long ago but reread it in the last couple of years. It was a quick read and I remember it keeping my attention. It is the story of a society that has developed hundreds of years after nuclear war decimated humanity. It is the story of a quest for knowledge in a mutated and hostile world.,"2022-01-26"
292,8986,"2019-03-15",3,a0dd1d9b22ee36024d15a192694da0f6835a3550,"Pretty cliched and not especially groundbreaking, even for 1952, but fun enough.","2022-01-26"
293,8986,"2019-03-05",3,f8175a8db1e29f6af22ff8c665af158608747ec2,"Pretty decent older novel about the ""after the a-bomb"" sort of thing. Enjoyed it. Maybe a little too much warfare for my taste but generally worth the time it took to read it, Pretty decent older novel about the ""after the a-bomb"" sort of thing. Enjoyed it. Maybe a little too much warfare for my taste but generally worth the time it took to read it, ...more","2022-01-26"
294,8986,"2020-12-06",5,"437b27b824e89a6e4ba490801d054ec382655a61","For a book that was copyrighted in 1952, 68 years ago, this book is so relevant and instructive for our time that it is amazing. Fors is an outcast from his people, because he is physically different. As he struggles to make a better life for himself, opens a path that may well prove the salvation for not only himself and his people, but possibly the future of the planet.","2022-01-26"
295,8986,"2021-09-25",1,"3b0745b55649c0ec2e0ba37ca98019718de8689c","My rating system is as follows: 1=enraging and/or abandoned, 2=disappointing, 3=average, 4=good, 5=favorite.I was neither interested by the main character nor but some inconsistencies in the story (even though it's post-apocalyptic, you simply can't handle a horse if you've never been around one before).I gave the book a serious try up until chapter 5, as is my MO, but I simply can't invest more time in it. My rating system is as follows: 1=enraging and/or abandoned, 2=disappointing, 3=average, 4=good, 5=favorite.I was neither interested by the main character nor but some inconsistencies in the story (even though it's post-apocalyptic, you simply can't handle a horse if you've never been around one before).I gave the book a serious try up until chapter 5, as is my MO, but I simply can't invest more time in it. ...more","2022-01-26"
